Easting,Northing,Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category
143006,178003,Fine loamy,Luvisol: Well drained mineral soils,30.8,1179,Well Drained
122055,107440,Fine loamy,Surface-water Gley: Poorly drained mineral soil,289.3,1631,Poorly Drained
176933,237893,Coarse loamy,Brown Earth: Well drained mineral soils,59.4,1072,Poorly Drained
140486,202697,Fine loamy,Brown Earth: Well drained mineral soils,25.5,1248,Well Drained
207583,122044,Fine loamy,Luvisol: Well drained mineral soils,79,933,Well Drained
314364,138355,Sandy,Brown Podzolic: Well drained acid mineral soil,58.5,987,Well Drained
186731,200264,Fine loamy,Luvisol: Well drained mineral soils,42.2,920,Well Drained
201874,231826,All,River alluvium,35.2,909,AlluvMIN
311957,246411,Fine loamy,Luvisol: Well drained mineral soils,69.9,793,Poorly Drained
224620,161619,Peat,Peat soils,120.8,870,Well Drained
136252,38795,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,61,1323,Well Drained
119818,119240,All,River alluvium,203,1497,AlluvMIN
274860,277395,Fine loamy,Brown Earth: Well drained mineral soils,51.8,946,Well Drained
232713,117624,Fine loamy,Brown Earth: Well drained mineral soils,167.6,1391,Well Drained
128330,61756,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,158.7,1689,Well Drained
258622,215058,Peat,Peat soils,65.9,827,Peat
276006,235135,Peat,Peat soils,77.9,853,Peat
144659,110602,Fine loamy,Surface-water Gley: Poorly drained mineral soil,159.9,1094,Poorly Drained
64248,246439,Peat,Peat soils,10,1356,Peat
90700,273176,Peat,Peat soils,144,2113,Poorly Drained
164589,146848,Fine loamy,Luvisol: Well drained mineral soils,94.5,1016,Poorly Drained
162817,167366,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,66.7,1237,Poorly Drained
56705,48935,Peat,Lithosols: Stony mineral soils often overlying bedrock,24.5,1534,Poorly Drained
187204,421254,Peat,Peat soils,112,1772,Peat
167158,140751,All,River alluvium,70.3,1007,AlluvMIN
146668,189103,Peat,Peat soils,199.6,1354,Peat
258071,443549,Peat,Peat soils,120,1278,Peat
116903,246395,Peat,Peat soils,7.481392,1263,Well Drained
251677,302958,Peat,Peat soils,90.4,1116,Peat
256431,130466,Coarse loamy,Brown Earth: Well drained mineral soils,162.3,1236,Well Drained
297361,224050,All,River alluvium,131.8,871,AlluvMIN
222317,276167,Fine loamy,Luvisol: Well drained mineral soils,82.4,1028,Well Drained
173595,349678,Peat,Peat soils,156,1457,Poorly Drained
292891,184323,Coarse loamy,Brown Earth: Well drained mineral soils,137.7,977,Well Drained
234578,302983,All,River alluvium,55.3,1041,AlluvMIN
118588,174991,Peat,Peat soils,129.4,1646,Peat
294604,279521,Fine loamy,Brown Earth: Well drained mineral soils,140.1,922,Well Drained
268847,277840,Fine loamy,Brown Earth: Well drained mineral soils,73.9,977,Well Drained
79608,93533,Peat,Peat soils,12,1415,Peat
229397,406291,Loamy,Brown Podzolic: Well drained acid mineral soil,115.5,1150,Poorly Drained
199072,327481,Peat,Peat soils,49.3,1192,Peat
292349,201085,Fine loamy,Brown Earth: Well drained mineral soils,184.7,1154,Poorly Drained
258997,154818,Fine loamy,Luvisol: Well drained mineral soils,70.7,785,Well Drained
253014,213237,Peat,Peat soils,66.8,828,Peat
318317,150799,Fine loamy,Surface-water Gley: Poorly drained mineral soil,38.2,943,Poorly Drained
173279,350581,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,61.1,1295,Well Drained
191292,346767,Peat,Peat soils,165.4,1541,Peat
206951,83001,Fine loamy,Brown Earth: Well drained mineral soils,47.6,1179,Poorly Drained
38189,68497,Peat,Lithosols: Stony mineral soils often overlying bedrock,25.5,1538,Well Drained
220657,411468,All,River alluvium,1,1201,AlluvMIN
180922,72465,Coarse loamy,Brown Earth: Well drained mineral soils,3.8,1054,Well Drained
192250,277328,Fine loamy,Luvisol: Well drained mineral soils,52.9,1036,Poorly Drained
167161,347071,Peat,Peat soils,128.8,1339,Poorly Drained
186829,230466,Coarse loamy,Brown Earth: Well drained mineral soils,40,983,Poorly Drained
185795,113395,Coarse loamy,Brown Earth: Well drained mineral soils,106.2,1219,Well Drained
204500,318013,Peat,Peat soils,345.2,1711,Peat
102053,129902,Fine loamy,Surface-water Gley: Poorly drained mineral soil,107.2,1305,Poorly Drained
240657,196737,Peat,Peat soils,111,966,Peat
150889,275186,Loamy,Surface-water Gley: Poorly drained mineral soil,79.6,1230,Poorly Drained
111369,110943,Peat,Peat soils,309,1853,Peat
155100,147209,Fine loamy,Luvisol: Well drained mineral soils,34,938,Well Drained
121160,289925,Coarse loamy,Brown Earth: Well drained mineral soils,34.4,1328,Well Drained
194094,218426,Fine loamy,Luvisol: Well drained mineral soils,53.8,946,Well Drained
222497,246254,Peat,Peat soils,75,990,Peat
164410,241676,Coarse loamy,Brown Earth: Well drained mineral soils,82.5,1162,Well Drained
133113,38574,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,96.6,1335,Well Drained
134421,266884,Coarse loamy,Brown Earth: Well drained mineral soils,54.7,1256,Well Drained
311094,159328,All,River alluvium,61.1,1084,AlluvMIN
80547,237688,Peat,Peat soils,11.1,1533,Peat
309356,176136,All,River alluvium,76,1134,AlluvMIN
200936,200242,Fine loamy,Luvisol: Well drained mineral soils,54.9,928,Well Drained
178521,326773,Clayey,Surface-water Gley: Poorly drained mineral soil,113,1256,Poorly Drained
301920,290682,Fine loamy,Brown Earth: Well drained mineral soils,29.4,804,Well Drained
156867,302625,Peat,Peat soils,93.2,1244,Peat
302800,130642,Fine loamy,Surface-water Gley: Poorly drained mineral soil,53.9,1012,Poorly Drained
314059,245160,All,River alluvium,70.5,792,AlluvMIN
93320,45459,Coarse loamy,Brown Earth: Well drained mineral soils,73,1575,Well Drained
288844,118194,All,River alluvium,36.7,1063,AlluvMIN
258920,175746,Fine loamy,Luvisol: Well drained mineral soils,210.4,1069,Poorly Drained
139758,166604,Fine loamy,Luvisol: Well drained mineral soils,29.1,1058,Well Drained
311244,281637,Fine loamy,Brown Earth: Well drained mineral soils,43.3,856,Poorly Drained
114165,38904,Peat,Peat soils,74,1504,Poorly Drained
223449,401235,Loamy,Brown Podzolic: Well drained acid mineral soil,38.8,1228,Poorly Drained
173615,393131,Peat,Peat soils,29,1460,Peat
277310,272296,Fine loamy,Luvisol: Well drained mineral soils,56.8,913,Well Drained
135464,87675,Peat,Peat soils,330.9,1671,Poorly Drained
100542,39012,Peat,Lithosols: Stony mineral soils often overlying bedrock,131,1580,Poorly Drained
137984,43936,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,72,1421,Well Drained
239654,144622,Fine loamy,Luvisol: Well drained mineral soils,66.8,944,Well Drained
277340,147177,Coarse loamy,Brown Earth: Well drained mineral soils,58.7,853,Well Drained
310775,173359,Fine loamy,Brown Earth: Well drained mineral soils,165,1293,Poorly Drained
104959,264851,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,18.527006,2192,Poorly Drained
126410,265971,Fine loamy,Brown Earth: Well drained mineral soils,33.1,1284,Well Drained
174016,88950,All,River alluvium,77.1,1206,AlluvMIN
279226,140000,Sandy,Brown Podzolic: Well drained acid mineral soil,417.3,1314,Poorly Drained
158071,215167,Coarse loamy,Brown Earth: Well drained mineral soils,67.7,1173,Well Drained
153508,257531,Coarse loamy,Brown Earth: Well drained mineral soils,79.5,1140,Poorly Drained
217766,178761,Peat,Peat soils,129.9,983,Peat
79135,128000,Peat,Peat soils,3,1117,Peat
151179,254190,Coarse loamy,Brown Earth: Well drained mineral soils,73.8,1132,Well Drained
200179,379597,Peat,Lithosols: Stony mineral soils often overlying bedrock,176.8,1753,Well Drained
218365,235789,Clayey,Surface-water Gley: Poorly drained mineral soil,60.9,921,Well Drained
89095,269646,Loamy,Podzols: Well drained acid mineral soil,316,2466,Poorly Drained
135693,285065,Coarse loamy,Brown Earth: Well drained mineral soils,60.4,1260,Poorly Drained
106960,136808,Fine loamy,Surface-water Gley: Poorly drained mineral soil,54,1134,Poorly Drained
278843,287587,Fine loamy,Brown Earth: Well drained mineral soils,82.1,948,Poorly Drained
207565,308467,Fine loamy,Surface-water Gley: Poorly drained mineral soil,93.1,1166,Poorly Drained
191161,390489,Peat,Peat soils,424.5,2566,Peat
156004,117898,Clayey,Surface-water Gley: Poorly drained mineral soil,117.5,1078,Well Drained
189282,189583,Fine loamy,Luvisol: Well drained mineral soils,62.8,946,Well Drained
155634,316534,Fine loamy,Surface-water Gley: Poorly drained mineral soil,92.9,1378,Well Drained
184611,310459,Fine loamy,Surface-water Gley: Poorly drained mineral soil,93,1240,Poorly Drained
97192,267874,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,260.3,2389,Poorly Drained
206365,266864,Peat,Peat soils,50.6,969,Poorly Drained
306952,131287,Sandy,Brown Podzolic: Well drained acid mineral soil,29.3,969,Well Drained
220571,280755,Fine loamy,Surface-water Gley: Poorly drained mineral soil,52.3,1044,Poorly Drained
252053,135664,Fine loamy,Luvisol: Well drained mineral soils,66,1034,Well Drained
146780,230470,Fine loamy,Brown Earth: Well drained mineral soils,43.4,1198,Well Drained
255743,242337,Fine loamy,Luvisol: Well drained mineral soils,83.3,899,Well Drained
146678,319576,Peat,Peat soils,360,1730,Peat
170015,381727,Peat,Peat soils,199,2162,Poorly Drained
298287,167109,Fine loamy,Brown Earth: Well drained mineral soils,83,1050,Well Drained
162298,172651,Fine loamy,Brown Earth: Well drained mineral soils,96.1,1298,Well Drained
151090,71094,Fine loamy,Brown Earth: Well drained mineral soils,104.2,1139,Well Drained
185240,383156,All,River alluvium,26,1803,AlluvMIN
184641,144558,Fine loamy,Luvisol: Well drained mineral soils,64.6,988,Poorly Drained
204788,385354,Peat,Peat soils,294,2159,Peat
109276,31652,Coarse loamy,Surface-water Gley: Poorly drained mineral soil,4.6,1306,Poorly Drained
119249,283574,Coarse loamy,Brown Earth: Well drained mineral soils,31.7,1290,Well Drained
70172,339645,Peat,Peat soils,46.1,1357,Peat
206926,298419,Fine loamy,Surface-water Gley: Poorly drained mineral soil,75.3,1098,Poorly Drained
40099,70344,Peat,Lithosols: Stony mineral soils often overlying bedrock,354.9,1660,Poorly Drained
303031,118507,Fine loamy,Luvisol: Well drained mineral soils,65.8,1105,Well Drained
170334,154509,Fine loamy,Surface-water Gley: Poorly drained mineral soil,43.7,1021,Poorly Drained
199737,112974,All,River alluvium,63.2,1135,AlluvMIN
179744,253938,Peat,Peat soils,43.1,1060,Poorly Drained
323446,261047,Fine loamy,Luvisol: Well drained mineral soils,16,736,Well Drained
223850,314540,Fine loamy,Surface-water Gley: Poorly drained mineral soil,73.9,1127,Poorly Drained
107193,70120,Peat,Peat soils,410,2491,Peat
270570,165036,Fine loamy,Luvisol: Well drained mineral soils,52.1,931,Well Drained
75563,334612,Peat,Peat soils,26.4,1416,Peat
46001,71927,Peat,Peat soils,55.7,1658,Peat
208136,201594,Peat,Peat soils,64,866,Peat
247959,260662,All,River alluvium,108.9,981,AlluvMIN
231006,105036,Fine loamy,Brown Earth: Well drained mineral soils,131,1313,Well Drained
303072,202683,Peat,Peat soils,284.6,1405,Peat
106141,44076,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,114.6,1688,Poorly Drained
262464,219150,All,River alluvium,65.3,849,AlluvMIN
198825,332018,Peat,Peat soils,338.6,1741,Peat
135892,117056,Fine loamy,Luvisol: Well drained mineral soils,198.3,1231,Poorly Drained
82028,108427,Peat,Peat soils,369,2031,Peat
275232,116152,Fine loamy,Brown Earth: Well drained mineral soils,60.5,1030,Well Drained
185418,111659,Coarse loamy,Brown Earth: Well drained mineral soils,122.2,1214,Well Drained
220886,408350,Loamy,Brown Podzolic: Well drained acid mineral soil,51.8,1294,Well Drained
66650,336712,Peat,Peat soils,20,1339,Peat
86152,115823,Coarse loamy,Brown Earth: Well drained mineral soils,40.2,1351,Poorly Drained
136206,259620,Coarse loamy,Brown Earth: Well drained mineral soils,50.6,1186,Well Drained
231516,440548,Peat,Peat soils,139,1298,Poorly Drained
145679,229903,Fine loamy,Brown Earth: Well drained mineral soils,38.3,1190,Well Drained
260974,260226,Fine loamy,Luvisol: Well drained mineral soils,85.9,926,Well Drained
264285,300520,Fine loamy,Surface-water Gley: Poorly drained mineral soil,195.2,1153,Poorly Drained
165415,180056,Fine loamy,Surface-water Gley: Poorly drained mineral soil,272.4,1308,Well Drained
200677,314190,Peat,Peat soils,277.7,1333,Poorly Drained
56734,62870,Peat,Peat soils,460.4,2037,Peat
123920,69150,Peat,Peat soils,160.8,1547,Poorly Drained
204121,148144,Fine loamy,Luvisol: Well drained mineral soils,78.1,957,Poorly Drained
170546,289547,Peat,Peat soils,105.9,1227,Peat
240548,309258,Fine loamy,Surface-water Gley: Poorly drained mineral soil,70.5,991,Poorly Drained
228227,116363,Loamy,Podzols: Well drained acid mineral soil,505.4,1916,Well Drained
184838,158571,Fine loamy,Surface-water Gley: Poorly drained mineral soil,184,1430,Well Drained
298307,120120,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,177.1,1218,Poorly Drained
154230,135574,Clayey,Surface-water Gley: Poorly drained mineral soil,41.4,930,Well Drained
274352,269778,Fine loamy,Luvisol: Well drained mineral soils,72.9,904,Well Drained
165230,99924,Coarse loamy,Brown Earth: Well drained mineral soils,51,1064,Well Drained
163978,184717,Fine loamy,Luvisol: Well drained mineral soils,39.1,978,Well Drained
252324,444344,Peat,Peat soils,104.4,1379,Poorly Drained
178367,172888,Fine loamy,Surface-water Gley: Poorly drained mineral soil,64.2,1098,Well Drained
227740,275994,Peat,Peat soils,107.4,1032,Poorly Drained
91561,297403,Peat,Peat soils,53,1650,Poorly Drained
197010,145226,Fine loamy,Luvisol: Well drained mineral soils,88.8,1057,Poorly Drained
170265,138212,Fine loamy,Luvisol: Well drained mineral soils,83.5,988,Poorly Drained
126918,311932,Coarse loamy,Brown Earth: Well drained mineral soils,13.3,1212,Poorly Drained
97179,283020,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,19,1442,Well Drained
77619,72574,All,River alluvium,41,2555,AlluvMIN
221559,134338,Fine loamy,Luvisol: Well drained mineral soils,66.4,967,Poorly Drained
143717,98447,Coarse loamy,Brown Earth: Well drained mineral soils,75,1147,Poorly Drained
199712,141103,Fine loamy,Luvisol: Well drained mineral soils,67.2,998,Poorly Drained
227025,252349,Fine loamy,Luvisol: Well drained mineral soils,100.3,1022,Poorly Drained
288293,137483,Fine loamy,Brown Earth: Well drained mineral soils,83.6,1147,Well Drained
218891,181168,Peat,Peat soils,130.2,992,Peat
221353,97364,Loamy,Podzols: Well drained acid mineral soil,52,1170,Poorly Drained
158856,266723,Peat,Peat soils,86.8,1146,Peat
110792,185033,Fine loamy,Brown Podzolic: Well drained acid mineral soil,56.8,1343,Well Drained
88254,209812,Fine loamy,Brown Earth: Well drained mineral soils,26,1231,Well Drained
148101,183133,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,60.9,1206,Well Drained
170517,230755,Coarse loamy,Brown Earth: Well drained mineral soils,107.9,1149,Well Drained
218345,148906,Peat,Peat soils,125.2,998,Peat
113703,301146,Peat,Peat soils,196.9,1641,Poorly Drained
87242,49680,Peat,Peat soils,72,1886,Poorly Drained
65378,254688,Peat,Peat soils,180,1466,Poorly Drained
106674,129978,Fine loamy,Surface-water Gley: Poorly drained mineral soil,60.1,1245,Poorly Drained
280893,262978,Fine loamy,Luvisol: Well drained mineral soils,59.8,865,Poorly Drained
215005,292214,Peat,Peat soils,54.6,1025,Poorly Drained
97627,336169,Peat,Peat soils,61.4,1601,Peat
289112,130143,Fine loamy,Brown Earth: Well drained mineral soils,62.2,1124,Well Drained
243042,242036,Peat,Peat soils,102.3,967,Well Drained
135311,284349,Peat,Peat soils,58.9,1262,Peat
109555,225671,Peat,Peat soils,73.4,1505,Peat
325373,190624,Fine loamy,Brown Earth: Well drained mineral soils,108.8,1238,Well Drained
136386,332155,Coarse loamy,Brown Earth: Well drained mineral soils,75.4,1177,Poorly Drained
163856,306771,Fine loamy,Surface-water Gley: Poorly drained mineral soil,88,1176,Well Drained
107512,63245,Peat,Lithosols: Stony mineral soils often overlying bedrock,411,2504,Poorly Drained
294141,280694,Fine loamy,Brown Earth: Well drained mineral soils,209,943,Well Drained
183938,263634,Fine loamy,Luvisol: Well drained mineral soils,68.4,1039,Well Drained
60578,62729,Peat,Peat soils,77,2012,Well Drained
302107,127991,Fine loamy,Surface-water Gley: Poorly drained mineral soil,58.1,1044,Poorly Drained
295194,259660,Fine loamy,Luvisol: Well drained mineral soils,106.8,876,Well Drained
245971,147487,Fine loamy,Luvisol: Well drained mineral soils,82,911,Poorly Drained
92685,328039,Peat,Peat soils,306.7,1741,Peat
215773,323584,Clayey,Surface-water Gley: Poorly drained mineral soil,144.1,1734,Poorly Drained
231877,247523,Fine loamy,Luvisol: Well drained mineral soils,137.8,1056,Well Drained
281225,308674,Peat,Peat soils,126.9,1033,Peat
165721,345238,Coarse loamy,Brown Earth: Well drained mineral soils,37.9,1296,Well Drained
184011,149079,Clayey,Surface-water Gley: Poorly drained mineral soil,88.6,1038,Poorly Drained
203313,365503,Peat,Peat soils,127.5,1461,Poorly Drained
266808,114787,Fine loamy,Brown Earth: Well drained mineral soils,93.4,1038,Well Drained
162090,281676,Peat,Peat soils,74.6,1239,Peat
155000,85489,Fine loamy,Surface-water Gley: Poorly drained mineral soil,197.6,1352,Well Drained
121072,276178,Coarse loamy,Brown Earth: Well drained mineral soils,21.8,1258,Well Drained
224135,437622,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,10,1230,Poorly Drained
217194,214097,All,River alluvium,55.6,894,Poorly Drained
128302,180279,Fine loamy,Luvisol: Well drained mineral soils,34.1,1346,Well Drained
50665,59597,Peat,Peat soils,61.3,1773,Poorly Drained
303078,307042,Fine loamy,Brown Earth: Well drained mineral soils,21.9,843,Well Drained
217658,183393,Fine loamy,Luvisol: Well drained mineral soils,159.5,1034,Well Drained
231504,239709,Fine loamy,Luvisol: Well drained mineral soils,92.1,972,Well Drained
297530,195753,Peat,Lithosols: Stony mineral soils often overlying bedrock,284.3,1488,Poorly Drained
213130,182686,Fine loamy,Luvisol: Well drained mineral soils,126.7,1006,Well Drained
123686,239014,Fine loamy,Luvisol: Well drained mineral soils,11.5,1236,Well Drained
238516,119602,Fine loamy,Brown Earth: Well drained mineral soils,124.3,1122,Well Drained
235471,204187,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,281.7,1525,Poorly Drained
218386,271975,Peat,Peat soils,89,1046,Peat
134968,106726,Fine loamy,Surface-water Gley: Poorly drained mineral soil,122.6,1168,Well Drained
139539,89619,Peat,Peat soils,349.5,1668,Peat
273932,173747,Fine loamy,Luvisol: Well drained mineral soils,55.2,912,Well Drained
145174,131493,Fine loamy,Surface-water Gley: Poorly drained mineral soil,185.1,1048,Poorly Drained
293625,158425,Loamy,Podzols: Well drained acid mineral soil,125.8,1135,Poorly Drained
208649,296661,Fine loamy,Surface-water Gley: Poorly drained mineral soil,73.6,1089,Poorly Drained
110236,105143,Fine loamy,Surface-water Gley: Poorly drained mineral soil,211,1562,Poorly Drained
76605,122760,Coarse loamy,Brown Earth: Well drained mineral soils,7.1,1085,Well Drained
77360,275241,Loamy,Podzols: Well drained acid mineral soil,40,1297,Poorly Drained
100320,331249,Peat,Peat soils,127.1,1661,Peat
180754,145288,Clayey,Surface-water Gley: Poorly drained mineral soil,68.1,1002,Poorly Drained
157199,303357,Peat,Peat soils,86.9,1244,Peat
144956,77048,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,113,1297,Well Drained
118869,152459,Fine loamy,Surface-water Gley: Poorly drained mineral soil,25.5,1134,Poorly Drained
105781,42150,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,110,1656,Well Drained
203895,87385,Fine loamy,Brown Earth: Well drained mineral soils,149.8,1342,Poorly Drained
166998,198964,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,157.5,1319,Poorly Drained
124688,261187,Fine loamy,Brown Earth: Well drained mineral soils,41.2,1243,Well Drained
207445,302624,Fine loamy,Surface-water Gley: Poorly drained mineral soil,72.6,1143,Poorly Drained
171082,311424,Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",131.6,1158,Well Drained
214602,157090,Fine loamy,Luvisol: Well drained mineral soils,98.4,935,Poorly Drained
223400,95182,All,River alluvium,8,1158,AlluvMIN
41634,110362,Peat,Peat soils,21,1721,Peat
275718,117894,Fine loamy,Brown Earth: Well drained mineral soils,60.6,1051,Well Drained
215487,236912,Clayey,Surface-water Gley: Poorly drained mineral soil,52.8,917,Well Drained
179754,203379,Peat,Peat soils,32.987026,953,Peat
86481,100442,Fine loamy,Surface-water Gley: Poorly drained mineral soil,115.5,1373,Well Drained
278414,284145,Fine loamy,Luvisol: Well drained mineral soils,72.1,910,Well Drained
192372,306602,Fine loamy,Surface-water Gley: Poorly drained mineral soil,66.9,1129,Poorly Drained
117043,239540,Fine loamy,Brown Earth: Well drained mineral soils,78.486755,1390,Well Drained
195326,154212,Loamy,Podzols: Well drained acid mineral soil,301.2,1507,Well Drained
226154,401973,All,River alluvium,13.3,1171,AlluvMIN
156065,101653,Fine loamy,Surface-water Gley: Poorly drained mineral soil,128.9,1015,Poorly Drained
247476,273837,Fine loamy,Luvisol: Well drained mineral soils,87.4,981,Well Drained
141356,58146,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,107.2,1430,Well Drained
253210,322053,Fine loamy,Brown Earth: Well drained mineral soils,149.1,1039,Poorly Drained
282272,307876,Fine loamy,Brown Earth: Well drained mineral soils,107.7,987,Well Drained
106306,142467,Fine loamy,Surface-water Gley: Poorly drained mineral soil,60.1,1128,Poorly Drained
311736,279613,Fine loamy,Brown Earth: Well drained mineral soils,27.5,818,Poorly Drained
189842,155314,Loamy,Podzols: Well drained acid mineral soil,293.4,1540,Poorly Drained
305956,214913,Peat,Lithosols: Stony mineral soils often overlying bedrock,233,1358,Poorly Drained
152672,201764,Coarse loamy,Brown Earth: Well drained mineral soils,131.6,1246,Poorly Drained
153259,209102,Coarse loamy,Brown Earth: Well drained mineral soils,162.9,1227,Poorly Drained
182281,87701,Fine loamy,Brown Earth: Well drained mineral soils,101.2,1181,Well Drained
193564,349382,Fine loamy,Surface-water Gley: Poorly drained mineral soil,60.4,1359,Poorly Drained
219795,414653,Loamy,Brown Podzolic: Well drained acid mineral soil,104,1192,Poorly Drained
285536,137020,Fine loamy,Groundwater Gley: Poorly drained mineral soil,82.9,1172,Poorly Drained
134326,253620,Peat,Peat soils,30.4,1178,Peat
93537,331324,Peat,Peat soils,96.1,1650,Peat
218075,151546,Fine loamy,Luvisol: Well drained mineral soils,119.6,964,Well Drained
248241,137375,Fine loamy,Luvisol: Well drained mineral soils,59.4,1029,Poorly Drained
291645,259615,Fine loamy,Luvisol: Well drained mineral soils,117.1,875,Well Drained
156714,335312,Coarse loamy,Brown Earth: Well drained mineral soils,25,1149,Well Drained
234420,243695,Fine loamy,Luvisol: Well drained mineral soils,87.9,1019,Well Drained
199854,101504,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,149.6,1285,Well Drained
126585,163836,Fine loamy,Surface-water Gley: Poorly drained mineral soil,47.1,1215,Poorly Drained
233319,405662,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,28.2,1081,Poorly Drained
282501,134842,Fine loamy,Brown Earth: Well drained mineral soils,102.2,1162,Well Drained
226141,122780,All,River alluvium,35.2,1132,Well Drained
187696,297164,Fine loamy,Surface-water Gley: Poorly drained mineral soil,87.4,1162,Poorly Drained
156149,208940,Peat,Peat soils,264.2,1402,Peat
63940,304747,Sandy,Brown Podzolic: Well drained acid mineral soil,6.3,1582,Well Drained
174579,314975,Fine loamy,Luvisol: Well drained mineral soils,86.7,1221,Well Drained
185326,324076,Peat,Peat soils,302.1,1433,Peat
177408,240813,Coarse loamy,Brown Earth: Well drained mineral soils,57.8,1069,Well Drained
43642,66388,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,25.1,1572,Poorly Drained
159408,56298,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,126,1244,Well Drained
199715,317101,Peat,Peat soils,287.7,1497,Poorly Drained
151970,126504,Clayey,Surface-water Gley: Poorly drained mineral soil,63.2,913,Well Drained
161035,81376,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,133.2,1203,Well Drained
168622,385397,Peat,Peat soils,297,2321,Peat
60702,75687,Peat,Peat soils,71,2102,Peat
267621,331544,Fine loamy,Brown Earth: Well drained mineral soils,123.6,1012,Poorly Drained
239474,217497,Fine loamy,Luvisol: Well drained mineral soils,139.6,951,Well Drained
256658,276662,Fine loamy,Brown Earth: Well drained mineral soils,132,1091,Well Drained
184893,112230,Coarse loamy,Brown Earth: Well drained mineral soils,105.9,1214,Well Drained
148136,178578,Peat,Peat soils,41.3,1133,Poorly Drained
159406,259515,Coarse loamy,Brown Earth: Well drained mineral soils,84.9,1093,Well Drained
155401,273940,Fine loamy,Surface-water Gley: Poorly drained mineral soil,122.8,1227,Well Drained
100424,278233,Peat,Peat soils,93,1685,Peat
217285,284382,Fine loamy,Surface-water Gley: Poorly drained mineral soil,133.1,1107,Poorly Drained
110251,127180,Fine loamy,Surface-water Gley: Poorly drained mineral soil,89.7,1253,Poorly Drained
184809,430314,Peat,Peat soils,78,1442,Peat
228476,398437,Loamy,Brown Podzolic: Well drained acid mineral soil,30.9,1077,Poorly Drained
282696,198160,Fine loamy,Luvisol: Well drained mineral soils,102.6,964,Well Drained
98698,226194,Peat,Peat soils,28.1,1337,Peat
300552,274449,All,River alluvium,33.2,797,Well Drained
154303,219156,Fine loamy,Brown Earth: Well drained mineral soils,51.7,1110,Well Drained
290512,121666,Fine loamy,Brown Earth: Well drained mineral soils,27.4,1066,Poorly Drained
115288,91761,Peat,Peat soils,177,1542,Peat
275364,266454,Fine loamy,Luvisol: Well drained mineral soils,74,890,Well Drained
193166,359105,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,65.6,1246,Poorly Drained
276885,169012,Fine loamy,Luvisol: Well drained mineral soils,110.9,914,Well Drained
305426,267749,Fine loamy,Luvisol: Well drained mineral soils,58.5,815,Well Drained
196300,426687,Peat,Peat soils,210.5,1890,Peat
321741,191893,Fine loamy,Brown Earth: Well drained mineral soils,163.2,1290,Well Drained
206732,228510,Peat,Peat soils,38.3,896,Peat
296200,309753,Fine loamy,Brown Earth: Well drained mineral soils,67.5,900,Well Drained
188629,426276,Peat,Peat soils,267,1753,Peat
272198,283114,Fine loamy,Brown Earth: Well drained mineral soils,75.6,948,Well Drained
255364,120463,All,River alluvium,54.8,1055,AlluvMIN
327263,208611,Fine loamy,Brown Earth: Well drained mineral soils,98,1061,Well Drained
308409,238814,Fine loamy,Luvisol: Well drained mineral soils,55.3,807,Well Drained
67061,46707,Coarse loamy,Surface-water Gley: Poorly drained mineral soil,33,1738,Poorly Drained
193125,364540,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,81.2,1377,Peat
247085,214548,Peat,Peat soils,79.2,864,Peat
157328,273671,Coarse loamy,Brown Earth: Well drained mineral soils,85.6,1217,Well Drained
210064,218490,Fine loamy,Luvisol: Well drained mineral soils,62,894,Well Drained
254816,107534,Fine loamy,Brown Earth: Well drained mineral soils,65,1105,Well Drained
162460,309806,Coarse loamy,Brown Earth: Well drained mineral soils,83.4,1196,Well Drained
231448,251729,Fine loamy,Groundwater Gley: Poorly drained mineral soil,121.9,1054,Well Drained
115498,240994,Fine loamy,Brown Earth: Well drained mineral soils,26.5,1376,Well Drained
169439,255435,Coarse loamy,Brown Earth: Well drained mineral soils,74.4,1120,Poorly Drained
192471,276957,Fine loamy,Luvisol: Well drained mineral soils,47.1,1036,Poorly Drained
