Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Hydrology_Category_Original,Raw_Hydrology,Flood_Risk_Index,Runoff_Index,Cluster,PC1_PCA,PC2_PCA,TSNE1,TSNE2
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.2301902955234223,0.8214762083673759,Well Drained,Well Drained,0,0.5912859128439536,2.769809704476578,0,3.8556719648307327,0.3429352049589235,31.75726,3.7631524
Peat,Peat soils,1.2503069067415602,0.6225108477298424,Peat,Peat,4,-0.6277960590117178,-2.25030690674156,2,-2.5612138256117225,-0.8686369077187232,-9.212598,-17.373236
Fine loamy,Luvisol: Well drained mineral soils,-0.22469614038400318,-1.0672529397135575,Well Drained,Well Drained,0,-0.8425567993295543,3.2246961403840033,0,4.188084770792345,-0.8222749718513693,55.03569,-63.778004
Fine loamy,Luvisol: Well drained mineral soils,-0.27198631441398313,-0.9057738064425159,Poorly Drained,Poorly Drained,6,-0.6337874920285328,-2.728013685586017,1,-4.244984567522129,-0.3563709956668616,-39.21156,-13.128689
Fine loamy,Luvisol: Well drained mineral soils,-0.34855135808156956,-1.1624102861054213,Well Drained,Well Drained,0,-0.8138589280238517,3.3485513580815693,0,4.280955515514353,-0.7614316382920181,61.311317,-63.481476
Peat,Peat soils,0.014006642814942943,1.0435100166150582,Poorly Drained,Poorly Drained,6,1.0295033738001151,-3.014006642814943,1,-4.449682718763258,1.0635051821612884,-83.99984,14.180886
Coarse loamy,Brown Earth: Well drained mineral soils,-0.8867585768037216,-0.3896172911654364,Well Drained,Well Drained,0,0.4971412856382852,3.8867585768037216,0,4.691207799593641,0.5732100398408958,61.34639,34.411076
Fine loamy,Luvisol: Well drained mineral soils,-0.051298835607410206,-0.8163835719531893,Well Drained,Well Drained,0,-0.7650847363457791,3.05129883560741,0,4.058728870424902,-0.8013151689742808,45.700695,-57.543705
Peat,Peat soils,3.2488797377704723,3.984737086909031,Peat,Peat,4,0.7358573491385587,-4.248879737770473,1,-4.04951335001874,-0.20238814973332497,-20.233456,-28.405293
Peat,Peat soils,0.7571379490003411,1.1848042582272196,Peat,Peat,4,0.4276663092268784,-1.7571379490003411,2,-2.1861142677716954,0.22275394297177742,-13.385369,-0.22026609
Coarse loamy,Brown Earth: Well drained mineral soils,-0.18303574897663993,-0.3665488435552876,Well Drained,Well Drained,0,-0.18351309457864767,3.18303574897664,0,4.1606156128720535,-0.2394567567617627,52.97844,-16.329542
Fine loamy,Luvisol: Well drained mineral soils,-0.3001352275270664,-1.0268831563957972,Well Drained,Well Drained,0,-0.7267479288687309,3.3001352275270666,0,4.245205741007799,-0.6965053107409904,60.583023,-57.783806
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.35530709722870946,0.4494974906537264,AlluvMIN,AlluvMIN,2,0.8048045878824359,1.3553070972287093,0,1.4719214588574174,0.7888686574250295,6.0427513,78.82933
Peat,Peat soils,1.8988578648669983,1.830720791311386,Peat,Peat,4,-0.06813707355561216,-2.898857864866998,2,-3.0435172078149453,-0.5467498329767864,-15.013101,-23.952305
Coarse loamy,Brown Earth: Well drained mineral soils,-0.544467793348629,-0.22237104599185756,Well Drained,Well Drained,0,0.3220967473567715,3.544467793348629,0,4.434007216614858,0.31869198486479766,50.259933,19.89001
Peat,Peat soils,-0.4735325323036592,1.0838797999328185,Peat,Peat,4,1.5574123322364777,-0.5264674676963408,2,-1.258556130879948,1.589289538449564,-10.669387,39.56691
Fine loamy,Brown Earth: Well drained mineral soils,-0.6390481414085888,0.0659845491350025,Well Drained,Well Drained,0,0.7050326905435913,3.6390481414085887,0,4.506961630894476,0.6908597263284829,42.87298,38.751553
Peat,Peat soils,-0.6108992282955056,-1.006698264736917,Peat,Peat,4,-0.39579903644141134,-0.3891007717044944,2,-1.166742932196464,-0.13408995410108282,17.914183,-1.0156257
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,0.4080914263981087,0.0688681050862711,Poorly Drained,Poorly Drained,6,-0.3392233213118376,-3.4080914263981086,1,-4.752380837334911,-0.28254381505665915,-65.26402,-20.001417
Fine loamy,Brown Earth: Well drained mineral soils,-0.9914725335843912,-0.17335059482029136,Well Drained,Well Drained,0,0.8181219387640999,3.9914725335843912,0,4.771398276604753,0.8923428213036829,55.45512,51.56408
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.7392582720911651,-0.3694323995065562,Poorly Drained,Poorly Drained,6,0.3698258725846089,-2.260741727908835,1,-3.8895618685570543,0.6809345016373748,-46.240982,36.725273
Loamy,Brown Podzolic: Well drained acid mineral soil,-0.9576938378486913,-0.11567947579491934,Well Drained,Well Drained,0,0.842014362053772,3.957693837848691,0,4.746248680030496,0.9043654880269832,53.483746,51.27137
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.3947155755870261,0.8503117678800619,Poorly Drained,Poorly Drained,6,1.245027343467088,-2.605284424412974,1,-4.142528240102273,1.373290283082187,-75.006195,37.699577
Peat,Peat soils,-0.7403842286156886,2.4218497613214494,Poorly Drained,Poorly Drained,6,3.162233989937138,-2.2596157713843112,1,-3.872979338220044,3.200502744557754,-95.88649,28.191668
Fine loamy,Brown Earth: Well drained mineral soils,0.7605158185739113,0.10635433245276292,Well Drained,Well Drained,0,-0.6541614861211483,2.239484181426089,0,3.4516888392822436,-0.9303418701671611,8.946104,-50.994125
Fine loamy,Brown Earth: Well drained mineral soils,0.25946516516102913,-0.4011515149705108,Well Drained,Well Drained,0,-0.66061668013154,2.7405348348389706,0,3.8267024424874627,-0.7947659192965643,26.043747,-53.63485
Fine loamy,Brown Earth: Well drained mineral soils,-0.32603222759110295,-1.0470680480546775,Well Drained,Well Drained,0,-0.7210358204635745,3.326032227591103,0,4.264622544101036,-0.6840436710253859,61.822575,-58.128643
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,-0.8417203158227884,-0.03782346511066712,Well Drained,Well Drained,0,0.8038968507121212,3.8417203158227884,0,4.659224503194006,0.8372482227596404,48.28629,46.533115
Fine loamy,Luvisol: Well drained mineral soils,0.153625251855836,-0.7558288969765486,Poorly Drained,Poorly Drained,6,-0.9094541488323846,-3.153625251855836,1,-4.56512018162917,-0.7251818158365148,-47.955936,-30.680677
Fine loamy,Luvisol: Well drained mineral soils,1.2379213849718032,-0.5683977601440896,Well Drained,Well Drained,0,-1.8063191451158929,1.7620786150281968,0,3.08784357308161,-2.104520601092882,-7.650087,-77.5373
Fine loamy,Brown Earth: Well drained mineral soils,-0.6491817501292988,-0.4963088613623746,Well Drained,Well Drained,0,0.15287288876692418,3.6491817501292987,0,4.511434600945269,0.19557280857683168,63.380554,15.073394
Peat,Peat soils,0.4418701221338086,0.14384055981925473,Peat,Peat,4,-0.2980295623145539,-1.4418701221338086,2,-1.9542182242002168,-0.34298265998225086,-4.4419684,-5.049476
Peat,Peat soils,1.1557265586816003,0.3889428156770858,Peat,Peat,4,-0.7667837430045146,-2.1557265586816,2,-2.4912012923627316,-0.9673374271543692,-8.340444,-17.591372
Fine loamy,Brown Earth: Well drained mineral soils,-0.9070257942451415,-0.11567947579491934,Well Drained,Well Drained,0,0.7913463184502222,3.9070257942451416,0,4.708036680578401,0.8443550249794484,52.311203,49.299644
Peat,Peat soils,-0.34855135808156956,0.19862812289335813,Well Drained,Well Drained,0,0.5471794809749277,3.3485513580815693,0,4.288627161074883,0.46646791499242635,38.39377,25.049545
Fine loamy,Luvisol: Well drained mineral soils,-0.18416170550116318,-0.450171966142077,Well Drained,Well Drained,0,-0.2660102606409138,3.1841617055011633,0,4.1609934173110785,-0.3135661719443318,53.24913,-18.279037
Fine loamy,Luvisol: Well drained mineral soils,-0.8034377939889952,0.5475383929968588,Well Drained,Well Drained,0,1.350976186985854,3.803437793988995,0,4.633652672449571,1.3200078512091018,41.939236,65.18796
Peat,Peat soils,-1.0443924902369879,0.3918263716283544,Poorly Drained,Poorly Drained,6,1.4362188618653422,-1.9556075097630121,1,-3.655149795902835,1.7291221213339623,-86.64387,42.41
Fine loamy,Luvisol: Well drained mineral soils,-0.17065022720688336,-1.136458282544004,Well Drained,Well Drained,0,-0.9658080553371206,3.1706502272068833,0,4.14693522103754,-0.9487217029413956,50.89004,-68.083916
Coarse loamy,Brown Earth: Well drained mineral soils,-0.5737426629862357,0.481216606117681,Well Drained,Well Drained,0,1.0549592691039167,3.573742662986236,0,4.460051111413857,0.9881263303253699,35.380466,58.97784
Coarse loamy,Brown Earth: Well drained mineral soils,-0.5895060543295623,-0.5424457565826722,Poorly Drained,Poorly Drained,6,0.04706029774689002,-2.4104939456704377,1,-4.003474765008006,0.3474813179207993,-42.88052,20.025822
Peat,Peat soils,-0.5489716194467223,2.335343082783391,Peat,Peat,4,2.8843147022301134,-0.45102838055327765,2,-1.1946086963945322,2.8076816834147453,-19.854921,50.339504
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.3517936001719421,0.0746352169888083,Well Drained,Well Drained,0,-0.2771583831831338,2.648206399828058,0,3.7597535131792243,-0.4748737713989557,27.526516,-31.920609
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.024140251535652982,-0.22813815789439476,Poorly Drained,Poorly Drained,6,-0.25227840943004776,-3.024140251535653,1,-4.464492906137139,-0.09575051849576088,-59.628075,-5.3612347
Fine loamy,Luvisol: Well drained mineral soils,-0.5669869238390957,-1.3354236431815374,Poorly Drained,Poorly Drained,6,-0.7684367193424417,-2.433013076160904,1,-4.024927584623794,-0.3945975777036702,-28.142643,-10.0150385
Peat,Peat soils,4.923177089736665,2.2632541840016764,Poorly Drained,Poorly Drained,6,-2.6599229057349887,-7.923177089736665,3,-8.14512566317064,-3.650414974054065,-62.87392,-66.29344
Fine loamy,Luvisol: Well drained mineral soils,-0.9239151421129914,-0.21372037813805175,AlluvMIN,AlluvMIN,2,0.7101947639749396,1.9239151421129914,0,1.8970067064021503,0.8639785253871987,1.3668003,78.027466
Peat,Lithosols: Stony mineral soils often overlying bedrock,2.331225170283958,-0.5597470922902839,Poorly Drained,Poorly Drained,6,-2.890972262574242,-5.3312251702839575,3,-6.20628176545364,-3.127397377934724,-66.78105,-59.382496
All,River alluvium,-0.10872261835810017,-0.03782346511066712,AlluvMIN,AlluvMIN,2,0.07089915324743304,1.1087226183581003,0,1.2832095556628746,0.057167261614021414,10.550864,59.904953
Fine loamy,Brown Earth: Well drained mineral soils,0.841584688339591,0.13807344791671752,Well Drained,Well Drained,0,-0.7035112404228735,2.1584153116604092,0,3.390728428508818,-0.9977423078946391,7.834744,-51.565556
Fine loamy,Luvisol: Well drained mineral soils,-0.25059314044803976,-1.1047391670800495,Well Drained,Well Drained,0,-0.8541460266320098,3.2505931404480397,0,4.2074040529674415,-0.8254222247622622,55.606987,-64.33224
Peat,Peat soils,-0.8991440985734783,0.0025463182070932884,Peat,Peat,4,0.9016904167805716,-0.10085590142652168,2,-0.9436703928662371,1.117821638892786,4.2687807,37.775642
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.2472152708744698,-1.049951604005946,Well Drained,Well Drained,0,-0.8027363331314762,3.2472152708744697,0,4.205165402578086,-0.7799947623148568,56.375698,-61.39815
Coarse loamy,Brown Earth: Well drained mineral soils,-0.6244107065897856,0.0746352169888083,Poorly Drained,Poorly Drained,6,0.6990459235785939,-2.3755892934102145,1,-3.9736726970828187,0.9455390294763893,-59.167503,40.139717
Fine loamy,Brown Earth: Well drained mineral soils,-0.963323620471308,-0.6462537708283419,Well Drained,Well Drained,0,0.31706984964296614,3.963323620471308,0,4.747503816257698,0.4323606100419072,72.016426,29.61079
Fine loamy,Luvisol: Well drained mineral soils,0.10520912130133266,-0.637603102974536,Poorly Drained,Poorly Drained,6,-0.7428122242758687,-3.105209121301333,1,-4.527940100323194,-0.5611777181989169,-49.609203,-25.352291
Loamy,Podzols: Well drained acid mineral soil,-0.15826470543712662,3.494532575193369,Poorly Drained,Poorly Drained,6,3.6527972806304954,-2.8417352945628735,1,-4.3059464572226345,3.4788005452766746,-97.34418,25.899567
Peat,Peat soils,0.014006642814942943,2.1450283899996636,Peat,Peat,4,2.131021747184721,-1.014006642814943,2,-1.6202591981840537,1.9692009417728866,-18.83273,37.175846
Peat,Peat soils,-0.05242479213193363,1.202105593934831,Peat,Peat,4,1.2545303860667647,-0.9475752078680664,2,-1.5754739111633957,1.197196678513336,-11.840047,31.641191
Fine loamy,Luvisol: Well drained mineral soils,0.6141414703858783,0.8906815511978223,Poorly Drained,Poorly Drained,6,0.27654008081194403,-3.6141414703858783,1,-4.903144058161675,0.21483603497531367,-80.61353,-15.000248
Coarse loamy,Brown Earth: Well drained mineral soils,-0.5106890976129291,-0.3290626161887958,Well Drained,Well Drained,0,0.18162648142413335,3.510689097612929,0,4.407931171318249,0.18243017163637487,57.431618,12.719832
All,River alluvium,-0.8304607505775551,-0.4674733018496886,AlluvMIN,AlluvMIN,2,0.3629874487278665,1.8304607505775552,0,1.8250964895021968,0.5243621350220088,3.5704453,74.20774
Loamy,Podzols: Well drained acid mineral soil,1.514906690004543,-0.16758348291775416,Well Drained,Well Drained,0,-1.682490172922297,1.485093309995457,0,2.8812105440137823,-2.070971786572223,-9.3133,-74.91031
Peat,Peat soils,2.513630127256737,3.7281006072461254,Peat,Peat,4,1.2144704799893882,-3.513630127256737,1,-3.4964613404774347,0.4368984400856436,-20.603985,-26.430902
Fine loamy,Luvisol: Well drained mineral soils,-0.10309283573548352,-0.7039248898537139,Well Drained,Well Drained,0,-0.6008320541182304,3.1030928357354837,0,4.098423911388304,-0.638513338009013,49.022938,-44.942078
Fine loamy,Brown Earth: Well drained mineral soils,-0.4600210540093792,-0.305994168578647,Well Drained,Well Drained,0,0.15402688543073223,3.4600210540093794,0,4.3698491997570095,0.14323156542416948,56.472446,10.577542
Fine loamy,Luvisol: Well drained mineral soils,-0.44200574961700595,-1.0124653766394542,Poorly Drained,Poorly Drained,6,-0.5704596270224482,-2.557994250382994,1,-4.117363459466974,-0.25125739085964305,-33.094826,-6.136594
Fine loamy,Luvisol: Well drained mineral soils,0.310133208764579,-0.9288422540526647,Well Drained,Well Drained,0,-1.2389754628172438,2.689866791235421,0,3.7855160550320255,-1.330847607452263,19.76402,-74.277794
Peat,Peat soils,2.4021604313289275,1.5567829759408691,Peat,Peat,4,-0.8453774553880584,-3.4021604313289275,3,-3.4246338169096866,-1.3899945658351744,-11.953336,-29.8565
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,-0.864239446313255,-0.25697371740708075,Poorly Drained,Poorly Drained,6,0.6072657289061743,-2.135760553686745,1,-3.7946717172739586,0.9304181125601932,-52.437565,45.081104
Fine loamy,Brown Earth: Well drained mineral soils,-0.6176549674426456,-0.5453293125339408,Well Drained,Well Drained,0,0.0723256549087048,3.6176549674426455,0,4.487381936462562,0.11400776912773447,65.306366,10.333262
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.1560127923880799,0.35722370021313116,Poorly Drained,Poorly Drained,6,0.5132364926012111,-2.84398720761192,1,-4.32532856146587,0.6457208839808518,-67.205734,25.585333
Fine loamy,Groundwater Gley: Poorly drained mineral soil,-0.6075213587219356,-0.5568635363390152,Poorly Drained,Poorly Drained,6,0.05065782238292038,-2.3924786412780645,1,-3.989969543745712,0.3558109609267309,-42.332657,20.463127
Coarse loamy,Brown Earth: Well drained mineral soils,-0.5568533151183858,-0.3521310637989446,Well Drained,Well Drained,0,0.20472225131944116,3.556853315118386,0,4.442616520705969,0.21629451446657744,58.954468,14.661493
Fine loamy,Luvisol: Well drained mineral soils,-0.6514336631783455,-0.8452191314658754,Well Drained,Well Drained,0,-0.19378546828752985,3.6514336631783455,0,4.511166240182825,-0.1165393943665265,77.080536,-1.4258096
Fine loamy,Brown Earth: Well drained mineral soils,-0.7640293156306787,-0.6231853232181931,Well Drained,Well Drained,0,0.14084399241248557,3.7640293156306788,0,4.59733331297031,0.21713131222359883,69.35592,18.178383
All,River alluvium,-1.0297550554181847,-0.7933151243430405,AlluvMIN,AlluvMIN,2,0.23643993107514416,2.0297550554181845,0,1.9735603767220937,0.46643581187661687,3.7846968,71.79361
Coarse loamy,Brown Earth: Well drained mineral soils,-0.5016814454167424,-0.18776837457663437,Well Drained,Well Drained,0,0.31391307084010805,3.501681445416742,0,4.4019343478027055,0.2992342679887622,48.96886,17.767176
Peat,Peat soils,-0.6559374892764388,-0.5943497637055071,Peat,Peat,4,0.06158772557093173,-0.3440625107235612,2,-1.1304524619122087,0.29126462065046443,13.706248,14.30342
Fine loamy,Brown Earth: Well drained mineral soils,-0.7392582720911651,-1.2777525241561654,Well Drained,Well Drained,0,-0.5384942520650002,3.739258272091165,0,4.5749623496129,-0.40274357407989503,89.09306,-6.5295706
Fine loamy,Luvisol: Well drained mineral soils,0.008376860192326288,-0.4963088613623746,Well Drained,Well Drained,0,-0.5046857215547009,2.9916231398076736,0,4.0155277636114,-0.5832296451956245,41.006992,-35.373367
All,River alluvium,1.1827495152701604,0.022731209865973493,AlluvMIN,AlluvMIN,2,-1.1600183054041868,-0.18274951527016037,0,0.3095694706196135,-1.4178016389826342,11.534872,52.28641
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.7572735764835385,-0.6404866589258047,Poorly Drained,Poorly Drained,6,0.11678691755773385,-2.2427264235164612,1,-3.8775032075805385,0.45773223735026514,-38.94669,26.136534
All,River alluvium,-1.1209575339045743,-1.2114307372769877,AlluvMIN,AlluvMIN,2,-0.09047320337241338,2.1209575339045745,0,2.039985220214094,0.19723974022183144,5.7727437,68.33928
Fine loamy,Brown Earth: Well drained mineral soils,0.4047135568245386,-0.493425305411106,Well Drained,Well Drained,0,-0.8981388622356445,2.5952864431754614,0,3.7166412658280286,-1.050043340707483,19.759672,-60.00395
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.456507556952612,0.13518989196544892,Well Drained,Well Drained,0,-0.3213176649871631,2.5434924430473878,0,3.6811233708583906,-0.5442642708377885,15.829488,-41.24856
All,River alluvium,-0.43412405394534265,-0.9980475968831112,Poorly Drained,Poorly Drained,6,-0.5639235429377685,-2.5658759460546574,1,-4.123226280838848,-0.24758494125606745,-33.41594,-6.074868
Fine loamy,Luvisol: Well drained mineral soils,-0.46565083663199586,-0.9547942576140821,Well Drained,Well Drained,0,-0.48914342098208624,3.465650836631996,0,4.370437943043571,-0.43543407884197083,74.66208,-25.534204
Loamy,Podzols: Well drained acid mineral soil,1.1940090805153936,4.128914884472461,Poorly Drained,Poorly Drained,6,2.934905803957067,-4.194009080515394,1,-5.322206497823356,2.4495140278017993,-96.14916,22.42159
Fine loamy,Luvisol: Well drained mineral soils,-0.34855135808156956,-1.0124653766394542,Well Drained,Well Drained,0,-0.6639140185578847,3.3485513580815693,0,4.281800696804919,-0.626154568862376,64.80328,-45.145786
Peat,Peat soils,1.5790862119023727,1.9633643650697417,Peat,Peat,4,0.3842781531673689,-2.5790862119023727,2,-2.801609373122626,-0.0483489560514202,-18.15059,-9.017458
Peat,Peat soils,-0.8360905332001717,1.4327900700363192,Peat,Peat,4,2.2688806032364908,-0.16390946679982832,2,-0.9831613740624128,2.3334770753351752,-14.76262,49.246204
Fine loamy,Luvisol: Well drained mineral soils,-0.30238714057611293,-0.7702466767328917,Well Drained,Well Drained,0,-0.4678595361567788,3.302387140576113,0,4.248350612380336,-0.4623062717569475,62.152657,-34.686787
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,-0.3834560103417928,0.8041748726597643,Well Drained,Well Drained,0,1.1876308830015572,3.383456010341793,0,4.318364215054642,1.0541196981303522,32.911793,61.492886
All,River alluvium,-0.40822705388130603,-0.6231853232181931,AlluvMIN,AlluvMIN,2,-0.21495826933688705,1.408227053881306,0,1.5057854724714488,-0.11620509067925877,12.772053,62.664337
Fine loamy,Brown Earth: Well drained mineral soils,-0.4904218801715092,0.3053196930902964,Well Drained,Well Drained,0,0.7957415732618056,3.490421880171509,0,4.396222138535963,0.730752049388924,38.94881,38.155037
Loamy,Podzols: Well drained acid mineral soil,-0.5489716194467223,-0.4703568578009572,Well Drained,Well Drained,0,0.07861476164576514,3.5489716194467222,0,4.43600603896167,0.10029878726700792,61.908302,8.823454
Fine loamy,Luvisol: Well drained mineral soils,0.12998016484084596,-0.7760137886354289,Well Drained,Well Drained,0,-0.9059939534762749,2.870019835159154,0,3.922242376749735,-0.9795985206380796,32.411583,-62.562637
Coarse loamy,Brown Earth: Well drained mineral soils,-0.9047738811960949,0.0688681050862711,Well Drained,Well Drained,0,0.973641986282366,3.904773881196095,0,4.707378592618492,1.0081827479710834,48.00916,54.173508
All,River alluvium,0.16826268667463928,-0.5049595292161805,AlluvMIN,AlluvMIN,2,-0.6732222158908198,0.8317373133253607,0,1.071684227201573,-0.6923300372945945,14.036688,54.559135
Fine loamy,Luvisol: Well drained mineral soils,0.6175193399594481,-0.5539799803877467,Well Drained,Well Drained,0,-1.1714993203471948,2.382480660040552,0,3.555809544915727,-1.3567184096998706,12.683265,-69.98523
Peat,Peat soils,0.18965586064058246,-0.9951640409318425,Poorly Drained,Poorly Drained,6,-1.184819901572425,-3.1896558606405825,1,-4.593642198384963,-0.9837789375590839,-42.81723,-37.645195
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.24834122739899306,0.37164147996947416,Well Drained,Well Drained,0,0.6199827073684672,3.248341227398993,0,4.214027526895494,0.5038694810078285,36.88443,25.005495
Coarse loamy,Brown Earth: Well drained mineral soils,-0.4701546627300892,-0.6981577779511767,Well Drained,Well Drained,0,-0.22800311522108752,3.4701546627300894,0,4.37528112550287,-0.19856790816692627,67.102425,-7.1782084
Peat,Peat soils,0.5184351658013951,0.5504219489481275,Peat,Peat,4,0.03198678314673231,-1.518435165801395,2,-2.0096690595737057,-0.06685616075362033,-6.927043,-1.9593408
Peat,Peat soils,-0.2449633578254231,-0.9749791492729624,Peat,Peat,4,-0.7300157914475393,-0.7550366421745769,2,-1.442539695445008,-0.5388825507402585,8.3454075,-20.806679
Peat,Peat soils,-0.5061852715148358,-0.23678882574820057,Peat,Peat,4,0.26939644576663524,-0.49381472848516417,2,-1.2413747168734621,0.43648414414646897,7.300063,16.197468
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,1.1940090805153936,0.2822512454801476,Poorly Drained,Poorly Drained,6,-0.911757835035246,-4.194009080515394,3,-5.343888648623668,-1.020863099489406,-72.49792,-34.4258
Fine loamy,Luvisol: Well drained mineral soils,-0.5861281847559923,-0.8798218028810986,Well Drained,Well Drained,0,-0.2936936181251063,3.5861281847559923,0,4.4617201768305055,-0.22510399865856623,77.79196,-8.311542
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.35755901027775616,-1.0470680480546775,Poorly Drained,Poorly Drained,6,-0.6895090377769213,-2.642440989722244,1,-4.181245167056752,-0.382492614525196,-34.589993,-14.012753
Fine loamy,Brown Earth: Well drained mineral soils,0.5781108616011316,-0.5395622006314036,Poorly Drained,Poorly Drained,6,-1.117673062232535,-3.5781108616011315,1,-4.884032810006618,-1.0328249817590942,-56.69595,-40.770546
Peat,Peat soils,1.1061844716025737,1.2280575974962487,Peat,Peat,4,0.12187312589367494,-2.1061844716025737,2,-2.4491086839241127,-0.1516292375672218,-13.120129,-7.846543
Peat,Peat soils,-0.31117257399261966,-0.6462537708283419,Peat,Peat,4,-0.33508119683572224,-0.6888274260073803,2,-1.3907542102789303,-0.16389639850753412,8.716032,-6.581996
Fine loamy,Brown Earth: Well drained mineral soils,-0.5940098804276556,-0.3290626161887958,Well Drained,Well Drained,0,0.2649472642388598,3.5940098804276555,0,4.470768681528362,0.28111404420343267,53.694748,20.309246
Peat,Peat soils,2.476473561947467,1.2280575974962487,Peat,Peat,4,-1.2484159644512185,-3.476473561947467,3,-3.482530980217465,-1.7745788715416722,-11.435227,-33.35825
Clayey,Surface-water Gley: Poorly drained mineral soil,-0.6075213587219356,-1.2719854122536283,Poorly Drained,Poorly Drained,6,-0.6644640535316927,-2.3924786412780645,1,-3.994000408362262,-0.2893566009684859,-28.443653,-7.9901175
Peat,Peat soils,-0.5500975759712458,-0.637603102974536,Poorly Drained,Poorly Drained,6,-0.08750552700329028,-2.449902424028754,1,-4.033731574076086,0.2149576038825377,-41.083645,12.065642
Fine loamy,Brown Earth: Well drained mineral soils,0.37994251328502543,0.35434014426186256,Well Drained,Well Drained,0,-0.025602369023162874,2.6200574867149746,0,3.7401012127713607,-0.25586915340810423,30.802588,-15.571357
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.4069654698735854,0.6715312989014086,Well Drained,Well Drained,0,0.2645658290278232,2.5930345301264146,0,3.721509363229519,-0.0017117022143415817,31.357645,-9.923625
Peat,Peat soils,0.2110490346065258,0.2909019133339534,Peat,Peat,4,0.07985287872742758,-1.2110490346065257,2,-1.779312410003125,0.0630739256706353,-4.6838455,0.8354643
Peat,Peat soils,4.0674501310989335,2.3843635339549576,Poorly Drained,Poorly Drained,6,-1.683086597143976,-7.0674501310989335,3,-7.499084803774911,-2.5276426830879917,-64.64204,-67.072296
Peat,Peat soils,-0.3913377060134561,-1.006698264736917,Peat,Peat,4,-0.6153605587234608,-0.6086622939865439,2,-1.3323282631555469,-0.39413529397373503,13.702319,-16.298271
Fine loamy,Brown Earth: Well drained mineral soils,0.5544657745861417,-0.3723159554578248,Well Drained,Well Drained,0,-0.9267817300439665,2.4455342254138586,0,3.6043862249854968,-1.1181453497736067,14.954059,-61.315865
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,-1.0046799360596586,2.3411101946859283,Poorly Drained,Poorly Drained,6,3.345790130745587,-1.9953200639403414,1,-3.6741122060898075,3.440689076534547,-96.6206,28.43837
Coarse loamy,Brown Earth: Well drained mineral soils,0.055667034222306205,0.21592945860096974,Poorly Drained,Poorly Drained,6,0.16026242437866353,-3.055667034222306,1,-4.48576622445279,0.26753788191031125,-69.3466,2.3581815
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.06580064294301609,-1.0009311528343798,Poorly Drained,Poorly Drained,6,-1.0667317957773959,-3.065800642943016,1,-4.5002675955858855,-0.8422896587628302,-40.51005,-35.090607
All,River alluvium,-0.6863383154385687,-1.0153489325907228,AlluvMIN,AlluvMIN,2,-0.3290106171521541,1.6863383154385687,0,1.7133164175417275,-0.1406158930411685,12.2141485,66.90291
Fine loamy,Luvisol: Well drained mineral soils,-0.7764148374004353,-0.3607817316527504,Well Drained,Well Drained,0,0.41563310574768486,3.776414837400435,0,4.608153091205981,0.46853540802598126,56.58444,28.339083
Peat,Peat soils,4.0100263483482435,1.383769618864753,Peat,Peat,4,-2.62625672948349,-5.0100263483482435,3,-4.638203142037624,-3.450415519475261,-15.894647,-43.1282
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.047920966033840245,0.19286101099082092,Poorly Drained,Poorly Drained,6,0.24078197702466117,-2.9520790339661596,1,-4.407773942352694,0.3694140828610538,-69.600685,4.3309827
Fine loamy,Luvisol: Well drained mineral soils,-0.322654358017533,-0.5655142041928211,Well Drained,Well Drained,0,-0.24285984617528805,3.322654358017533,0,4.264789409692526,-0.2535968571243834,58.54585,-17.455523
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.24834122739899306,-1.0903213873237063,Well Drained,Well Drained,0,-0.8419801599247132,3.248341227398993,0,4.205787009312467,-0.8150819459311827,55.687157,-63.83726
Peat,Peat soils,-0.7493918808118752,-0.18488481862536577,Peat,Peat,4,0.5645070621865095,-0.25060811918812476,2,-1.0576645567489742,0.7713610446541289,7.680883,29.264662
Coarse loamy,Brown Earth: Well drained mineral soils,-0.044543096460270284,0.12365566816037452,Well Drained,Well Drained,0,0.16819876462064481,3.0445430964602704,0,4.058932573717024,0.03876660199239457,40.287983,3.8461533
